Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Pathfinder,(2007),"Action,Adventure,Drama","A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.","https://m.media-amazon.com/images/M/MV5BMTk5MDY0NTA1OV5BMl5BanBnXkFtZTcwNjE0MDM0MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0446013,https://www.imdb.com/title/tt0446013/,99 min,NA,"45,034",6.5
Atlantis,(2013–2015),"Adventure,Drama,Fantasy","Far from home, Jason washes up on the shores of the ancient and mysterious city of Atlantis.","https://m.media-amazon.com/images/M/MV5BN2Y1YzAyZjgtMDI0NS00MjM0LWExNWQtYjE2NDAyOGExNzIxXkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_UY98_CR1,0,67,98_AL_.jpg",2705602,https://www.imdb.com/title/tt2705602/,45 min,PG-13,"11,837",6.9
55 Steps,(2017),"Biography,Drama","When patients' rights lawyer Colette Hughes goes to meet her new client, Eleanor Riese, a patient in the psychiatric unit of a San Francisco hospital, she has no idea that besides taking on...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNmJkZjExNzEtMGE1ZS00ZmIwLThiZTMtM2Y1Y2RkOGI4MmU2XkEyXkFqcGdeQXVyMjMwMDI5Ng@@._V1_UY98_CR4,0,67,98_AL_.jpg",4459156,https://www.imdb.com/title/tt4459156/,115 min,NA,"3,169",6.2
Criminal Minds: Suspect Behavior,(2011),"Action,Adventure,Crime",On the streets of San Francisco a team of the Federal Bureau of Investigation's Behavioral Analysis Unit use profiling to catch some of the most horrific serial killers and unidentifiable subjects.,"https://m.media-amazon.com/images/M/MV5BZGQ4ZDFiOTgtMTVlMC00NjI1LTkwNTUtNTBmOGZkZDZhMDY2XkEyXkFqcGdeQXVyMDE4MzA0NQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",1703874,https://www.imdb.com/title/tt1703874/,42 min,PG-13,"5,420",5.5
Monster-in-Law,(2005),"Comedy,Romance","The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.","https://m.media-amazon.com/images/M/MV5BYTcwYjA1NGItM2YyYy00MmE4LTkxMzItYWNiZWRkNDFjNmE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0369735,https://www.imdb.com/title/tt0369735/,101 min,NA,"62,765",7.3
Attack the Block,(2011),"Action,Adventure,Comedy",A Chronicled look at the fall of the Romanov dynasty in Russia.,"https://m.media-amazon.com/images/M/MV5BNGQ3MmFiZDktZTg1Ny00NmJlLThjMzUtODdmYmRiMjc5MzMwXkEyXkFqcGdeQXVyODk2ODI3MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",7949606,https://www.imdb.com/title/tt7949606/,45 min,13,"8,719",5.1
The Last Czars,(2019),"Documentary,Drama,History",A group of kids on holiday in Cornwall meet a magical creature on the beach with the power to grant wishes.,"https://m.media-amazon.com/images/M/MV5BYmNiYWEzZTQtY2ZlYS00YjRkLWFhZTYtMzQyNWMxMDUzZDFjXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",5556054,https://www.imdb.com/title/tt5556054/,110 min,13,"1,583",6.0
Four Kids and It,(2020),"Family,Fantasy",Lara Jean and Peter have just taken their relationship from pretend to officially official when another recipient of one of her old love letters enters the picture.,"https://m.media-amazon.com/images/M/MV5BZjMwNDQ4NzMtOThmZi00NmMyLThkMWItMTA3MTg2YjdiZDRmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",9354842,https://www.imdb.com/title/tt9354842/,101 min,R,"40,523",5.6
To All the Boys: P.S. I Still Love You,(2020),"Comedy,Drama,Romance","Trapped in a London subway station, a woman who's being pursued by a potential attacker heads into the unknown labyrinth of tunnels beneath the city's streets.","https://m.media-amazon.com/images/M/MV5BNTgzODgyOTQ3OF5BMl5BanBnXkFtZTcwMjI0MjgyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0381966,https://www.imdb.com/title/tt0381966/,85 min,NA,"30,420",7.2
Creep,(I) (2004),"Horror,Mystery,Thriller","Fleeing their doomed warren, a colony of rabbits struggle to find and defend a new home.","https://m.media-amazon.com/images/M/MV5BOTk4YmJmZjQtNmZmZi00ZmRkLWIyMTgtNGNhZmM4NGY3MTJkXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UY98_CR0,0,67,98_AL_.jpg",5670764,https://www.imdb.com/title/tt5670764/,204 min,NA,"6,402",6.6
Watership Down,(2018),"Animation,Action,Adventure","Thermoman is a multiple-powered superhero who originates from the planet Ultron. In an attempt to do his best to fit in with life on earth, he creates the human alias of George Sunday.","https://m.media-amazon.com/images/M/MV5BMTc3NTI5MjA2MV5BMl5BanBnXkFtZTcwODEyMDk0MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",0233084,https://www.imdb.com/title/tt0233084/,30 min,NA,"2,011",8.9
My Hero,(2000–2007),"Comedy,Fantasy,Romance","Niko Bellic comes to Liberty City, America to live the good life, but ends up having to assist his dangerously indebted cousin Roman with his financial troubles, by any (mostly illegal) means necessary.","https://m.media-amazon.com/images/M/MV5BYThjZGVhMzktZjRlNS00NTcwLTk4ZjktMWUzMmU3MTM4YThmXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX67_CR0,0,67,98_AL_.jpg",0802999,https://www.imdb.com/title/tt0802999/,-,R,"35,316",6.4
Grand Theft Auto IV,(2008 Video Game),"Action,Crime,Drama","Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends.","https://m.media-amazon.com/images/M/MV5BMDlhZGNiNmItODQ4NS00OTk3LWI2MDctMDZmODFjN2NlODExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0112571,https://www.imdb.com/title/tt0112571/,115 min,R,"13,386",6.2
Boys on the Side,(1995),"Comedy,Drama",The four aspects of a man's personality help him get through different situations in life.,"https://m.media-amazon.com/images/M/MV5BZWI4Mzk4NTMtNTY0OS00ZTdkLTlhYTUtM2YwYmQ0NmIzMTNjXkEyXkFqcGdeQXVyMDgyNjA5MA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0101115,https://www.imdb.com/title/tt0101115/,30 min,NA,"2,355",7.2
Herman's Head,(1991–1994),Comedy,"Six years after the events in Raccoon City, Leon Kennedy, now a federal agent, is sent to a rural part of Spain to rescue the U.S. President's kidnapped daughter, Ashley Graham from a sinister cult.","https://m.media-amazon.com/images/M/MV5BOGVkNjEyN2EtMjRiYi00ZWY1LThkOWItZTNkNjA0MTE4YmRhXkEyXkFqcGdeQXVyNjUxNDQwMzA@._V1_UY98_CR2,0,67,98_AL_.jpg",0397042,https://www.imdb.com/title/tt0397042/,-,NA,"13,640",9.2
Biohazard 4,(2005 Video Game),"Action,Adventure,Fantasy",Escaped convict Jack Hammond takes a woman hostage and sets off for the Mexican border with the police hot on his tail.,"https://m.media-amazon.com/images/M/MV5BNGJjZTNhZjEtODA3OS00NTJhLWEwMWUtNTMwZjIzMDFhMTllXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0109402,https://www.imdb.com/title/tt0109402/,97 min,PG-13,"21,442",5.8
The Chase,(1994),"Action,Adventure,Comedy","After a failed assassination attempt, a United States Marine finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions.","https://m.media-amazon.com/images/M/MV5BNzVjZTdjMWYtZmFhNS00MDRmLTgyNDktYzQwM2M1ZDQyMTg3XkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX67_CR0,0,67,98_AL_.jpg",3707104,https://www.imdb.com/title/tt3707104/,106 min,NA,"19,068",5.8
Mine,(II) (2016),"Drama,Fantasy,Thriller","A tough, street-smart private eye is hired by the FBI to go undercover in a college sorority.","https://m.media-amazon.com/images/M/MV5BZWFjN2JjMTAtZGYxOC00ZWU1LTk3NmItMGM3NDU1NWY3NWQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",1766094,https://www.imdb.com/title/tt1766094/,94 min,U,"20,551",5.0
So Undercover,(2012),"Action,Comedy,Crime","The adventures of a 4th grader named Clarence along with his two best friends, Sumo and Jeff.","https://m.media-amazon.com/images/M/MV5BMDRjOTVhMTUtZmJkMS00YjA1LTk2YTctMDIyMGQ4ZTM5YTVhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX67_CR0,0,67,98_AL_.jpg",3061050,https://www.imdb.com/title/tt3061050/,23 min,NA,"10,151",6.8
Clarence,(2013–2018),"Animation,Adventure,Comedy",A young genius frantically races against time to crack an enemy code and solve the mystery surrounding the woman he loves.,"https://m.media-amazon.com/images/M/MV5BNTI5ODU3N2UtM2QzNS00NjM1LWExNzMtNjgzYWQ5MWNkYTJmXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX67_CR0,0,67,98_AL_.jpg",0157583,https://www.imdb.com/title/tt0157583/,119 min,R,"21,336",6.4
Enigma,(2001),"Drama,Mystery,Romance","Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star.","https://m.media-amazon.com/images/M/MV5BMTk5OTkwOTA5OV5BMl5BanBnXkFtZTcwMTQwMTM0MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0479500,https://www.imdb.com/title/tt0479500/,99 min,U,"20,794",5.9
Nancy Drew,(2007),"Comedy,Crime,Family","Moonshine is a raucous one-hour dramedy that tells the story of the Finley-Cullens, a dysfunctional family of adult half-siblings battling to take control over the family business.","https://m.media-amazon.com/images/M/MV5BMGVlMjU0YWMtNWRkMy00MDRjLThmZGEtZDE2ZGJjYzFmMDI2XkEyXkFqcGdeQXVyNjIwNTg0NTg@._V1_UX67_CR0,0,67,98_AL_.jpg",15201944,https://www.imdb.com/title/tt15201944/,44 min,NA,643,6.0
Moonshine,(II) (2021– ),"Comedy,Drama",A pizza delivery girl at the end of her financial rope has to fight for her life - and her tips - when her last order of the night turns out to be high society Satanists in need of a virgin sacrifice.,"https://m.media-amazon.com/images/M/MV5BYWQ1OGM4OGUtYzkyZS00ZmMwLTgzNmUtMzM5ZGE5MDAxM2Y1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",8510350,https://www.imdb.com/title/tt8510350/,85 min,NA,"6,175",5.6
Satanic Panic,(2019),"Comedy,Horror",It follows staff and guests at the Hotel Fontaine in New York City during Christmas time.,"https://m.media-amazon.com/images/M/MV5BNTJmZThlYjgtZTY3Mi00NTFiLWI1ZGQtMjU5MTY0ZTk1MDNkXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UX67_CR0,0,67,98_AL_.jpg",21906206,https://www.imdb.com/title/tt21906206/,84 min,NA,883,5.2
Hotel for the Holidays,(2022),"Comedy,Romance","An altar boy is accused of murdering a priest, and the truth is buried several layers deep.","https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_UX67_CR0,0,67,98_AL_.jpg",0117381,https://www.imdb.com/title/tt0117381/,129 min,A,"223,924",7.7
Primal Fear,(1996),"Crime,Drama,Mystery",A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.,"https://m.media-amazon.com/images/M/MV5BZTdkMGNhZmYtNzAxMy00NWJkLThkN2MtNjVkNzY0NzVlMWQ4XkEyXkFqcGdeQXVyMTA0MDgzNTE1._V1_UX67_CR0,0,67,98_AL_.jpg",5296406,https://www.imdb.com/title/tt5296406/,60 min,16+,"92,870",7.5
Designated Survivor,(2016–2019),"Action,Drama,Mystery","A poor yet passionate young man (Ryan Gosling) falls in love with a rich young woman (Rachel McAdams), giving her a sense of freedom, but they are soon separated because of their social differences.","https://m.media-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_UX67_CR0,0,67,98_AL_.jpg",0332280,https://www.imdb.com/title/tt0332280/,123 min,A,"577,930",7.8
The Notebook,(2004),"Drama,Romance","A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.","https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0167404,https://www.imdb.com/title/tt0167404/,107 min,A,"996,429",8.2
The Sixth Sense,(1999),"Drama,Mystery,Thriller","After a series of events, the lives of a security operative and an assassin become inextricably linked.","https://m.media-amazon.com/images/M/MV5BZDJmODFjMzEtNTE4MS00OGViLTk4OGYtZjg3OGFhM2VlOTliXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7016936,https://www.imdb.com/title/tt7016936/,42 min,15+,"120,585",8.1
Killing Eve,(2018–2022),"Action,Adventure,Drama","An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve.","https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0099785,https://www.imdb.com/title/tt0099785/,103 min,U,"596,303",7.7
Home Alone,(1990),"Comedy,Family","A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.","https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",1343092,https://www.imdb.com/title/tt1343092/,143 min,A,"551,317",7.2
The Great Gatsby,(2013),"Drama,Romance",Detective Jane Rizzoli and Chief Medical Examiner Dr. Maura Isles team up to solve crimes in Boston.,"https://m.media-amazon.com/images/M/MV5BMjMzNzI1MjQ1MV5BMl5BanBnXkFtZTgwNjY2NDY3NTE@._V1_UY98_CR3,0,67,98_AL_.jpg",1551632,https://www.imdb.com/title/tt1551632/,-,16,"34,807",7.6
Rizzoli & Isles,(2010–2016),"Crime,Drama,Mystery","A young, devout Catholic woman discovers that she was accidentally artificially inseminated.","https://m.media-amazon.com/images/M/MV5BMTUxNDJhYjAtNDMyNi00NThhLWEwM2UtZDk4NzhmMjZjMjYwXkEyXkFqcGdeQXVyMTE3MTMwODEy._V1_UX67_CR0,0,67,98_AL_.jpg",3566726,https://www.imdb.com/title/tt3566726/,60 min,18,"51,990",7.9
Jane the Virgin,(2014–2019),Comedy,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,"https://m.media-amazon.com/images/M/MV5BMDg1OTYxYWEtNWEyYi00OWJjLWI5MjktMTI1ZWE3YjBlMGQwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",1828327,https://www.imdb.com/title/tt1828327/,30 min,12+,"35,023",7.5
Last Man Standing,(2011–2021),Comedy,"While on tour in Afghanistan, Sam's copter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage.","https://m.media-amazon.com/images/M/MV5BMTkyMTY5MTcxOV5BMl5BanBnXkFtZTcwMTI3MDE3Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0765010,https://www.imdb.com/title/tt0765010/,105 min,UA,"131,060",7.1
Brothers,(I) (2009),"Drama,Thriller,War","While his trailer trash parents teeter on the edge of divorce, Nick Twisp sets his sights on dream girl Sheeni Saunders, hoping that she'll be the one to take away his virginity.","https://m.media-amazon.com/images/M/MV5BMjE3NTkxODUwOV5BMl5BanBnXkFtZTcwMjE4NjI5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0403702,https://www.imdb.com/title/tt0403702/,90 min,R,"74,882",6.5
Youth in Revolt,(2009),"Comedy,Drama,Romance","Growing up poor in London, Becky Sharp defies her poverty-stricken background and ascends the social ladder alongside her best friend, Amelia Sedley.","https://m.media-amazon.com/images/M/MV5BMTU4OTkwNDY2OV5BMl5BanBnXkFtZTcwNDIwMzAzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0241025,https://www.imdb.com/title/tt0241025/,141 min,PG-13,"22,883",6.2
Vanity Fair,(2004),Drama,A teenager accidentally activates a machine that enables him to speed up his body so that other people seem to be standing still.,"https://m.media-amazon.com/images/M/MV5BNmUxMWRjNzctMTcyYi00OTQxLTgzZjAtZjcwMDc5ZGVhNjBiXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_UX67_CR0,0,67,98_AL_.jpg",0157472,https://www.imdb.com/title/tt0157472/,94 min,U,"14,580",5.2
Clockstoppers,(2002),"Action,Adventure,Comedy",A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,"https://m.media-amazon.com/images/M/MV5BOGY1YmUzN2MtNDQ3NC00Nzc4LWI5M2EtYzUwMGQ4NWM4NjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",0298845,https://www.imdb.com/title/tt0298845/,105 min,PG-13,"43,471",7.7
In America,(2002),Drama,India's top spy Tiger and his love Zoya battle the dark world of intelligence and espionage that forbids its soldiers from loving the enemy.,"https://m.media-amazon.com/images/M/MV5BZTEyMTlmYTUtMDE0My00NWJmLWJlZmEtNzhjNGI0Mzk0NTA4XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_UY98_CR3,0,67,98_AL_.jpg",2016894,https://www.imdb.com/title/tt2016894/,132 min,UA,"35,248",5.5
Ek Tha Tiger,(2012),"Action,Adventure,Romance","A suicidal artist goes into the desert, where he finds his doppelgänger, a homicidal drifter.","https://m.media-amazon.com/images/M/MV5BMjM1OTE1OTUwN15BMl5BanBnXkFtZTgwMjA3NTkzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg",2322517,https://www.imdb.com/title/tt2322517/,93 min,R,"5,220",5.2
Mojave,(2015),"Drama,Thriller","The lives of several Miami denizens, from ad agents to gunrunners to street thugs to law enforcement to school-children, intersect with humorous and dangerous results.","https://m.media-amazon.com/images/M/MV5BMGExOThjYjMtYzA2MC00OTZhLWEzMDYtMTAwZmViMGU4OTE4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0246464,https://www.imdb.com/title/tt0246464/,85 min,PG-13,"21,057",6.4
Big Trouble,(2002),"Comedy,Crime,Thriller",A teen gang in South London defend their block from an alien invasion.,"https://m.media-amazon.com/images/M/MV5BMjAzNjc1MjgzOF5BMl5BanBnXkFtZTcwMzE3Njk5NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",1478964,https://www.imdb.com/title/tt1478964/,88 min,R,"107,923",6.6
How to Train Your Dragon: Homecoming,(2019 TV Movie),"Animation,Action,Adventure",Hiccup and Toothless reunite to remind both their kinds of the inseparable bond between vikings and dragons.,"https://m.media-amazon.com/images/M/MV5BMTlkZjM1MDctZTZlOC00NDQwLTg3ZGEtNTJhMWQ2YWIxNGViXkEyXkFqcGdeQXVyMjQ5MjYwNDE@._V1_UX67_CR0,0,67,98_AL_.jpg",11112140,https://www.imdb.com/title/tt11112140/,22 min,NA,"4,194",7.3
The Tinder Swindler,(2022),"Documentary,Crime","Posing as a wealthy, jet-setting diamond mogul, he wooed women online, then conned them out of millions of dollars. Now some victims plan for payback.","https://m.media-amazon.com/images/M/MV5BMTkwMTg2YWYtOGU5MS00YTdhLTg4N2QtYzcyZDE0MTlmNDU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",14992922,https://www.imdb.com/title/tt14992922/,114 min,16,"67,042",7.1
Hard Target 2,(2016 Video),"Action,Thriller","Wes is slumming it in Bangkok 6 months after killing his best friend in a match in Vegas. He's tricked into Myanmar's jungle, where he's the fox in rich people's hunt.","https://m.media-amazon.com/images/M/MV5BYmI1ZjJmMTUtNmM2NS00MjY0LWEyYWItY2Q5NGI0NWJkZjgxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",5241578,https://www.imdb.com/title/tt5241578/,104 min,R,"5,860",5.2
The Crew,(II) (2021),Comedy,Life in the garage swerves off track for a NASCAR crew chief and his tight-knit racing team when a new boss steps in and shakes things up.,"https://m.media-amazon.com/images/M/MV5BN2JjZTdmMGQtOWU5NC00MTdjLTlkMjgtMzBjNDQ3MDFmZmE0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",10971022,https://www.imdb.com/title/tt10971022/,-,13,"5,841",6.5
The Control Room,(2022),"Crime,Drama,Thriller","Follows Gabe, an ordinary man who works as an emergency call handler for the Scottish Ambulance Service in Glasgow. One day he receives a desperate call from a woman who seems to know him.","https://m.media-amazon.com/images/M/MV5BYmUyYmExMTktNDAyMC00NGQyLWFkMGQtMzY4OTRiMzFlZGFiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",14466294,https://www.imdb.com/title/tt14466294/,60 min,NA,"1,350",5.6
Accident Man,(2018),"Action,Crime,Thriller","Mike is a tough hitman, who makes his hits look like accidents or suicide. He's in a gang of hitmen, each with his own style. When his loved ex is killed, Mike looks for those responsible.","https://m.media-amazon.com/images/M/MV5BMzZiY2JhNmMtYjA2MS00NTQ4LWI4MDctZmQ1NTY3OWI4YTc0XkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_UX67_CR0,0,67,98_AL_.jpg",6237612,https://www.imdb.com/title/tt6237612/,105 min,R,"11,091",6.2
La leggenda del pianista sull'oceano,(1998),"Animation,Adventure,Family","Fievel's family decides to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat.","https://m.media-amazon.com/images/M/MV5BZmUyOTE4YmItN2E0Zi00M2ViLWIxMTctMmZhMDRhMDZhOWZlXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX67_CR0,0,67,98_AL_.jpg",0101329,https://www.imdb.com/title/tt0101329/,75 min,NA,"26,904",6.4
