Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Raising Hope,(2010–2014),"Comedy,Family","Jimmy becomes a single parent to an infant after her mother, with whom he had a one-night stand, ends up on Death Row.","https://m.media-amazon.com/images/M/MV5BMjBkOTU1OWUtY2FhNy00ODFjLTgxMjItYzQ5MWQ1ZWRjYTI2XkEyXkFqcGdeQXVyNjU2NjA5NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",1615919,https://www.imdb.com/title/tt1615919/,22 min,NA,"38,450",8.1
The Adventures of Puss in Boots,(2015–2018),"Animation,Action,Adventure","The famous cat protects the city of San Lorenzo, a mythical land invisible to the outside world.","https://m.media-amazon.com/images/M/MV5BNTU3MTI0NDE1M15BMl5BanBnXkFtZTgwMzU2ODI5NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",3807034,https://www.imdb.com/title/tt3807034/,23 min,NA,"1,961",6.6
The Bank Job,(2008),"Crime,Drama,Thriller",Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.,"https://m.media-amazon.com/images/M/MV5BMmE2NzEyOWItYjI1ZC00YWZhLWI2MjEtZmU1NjIyNjliOTkyXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0200465,https://www.imdb.com/title/tt0200465/,111 min,NA,"183,459",7.2
"Nicky, Ricky, Dicky & Dawn",(2014–2018),"Comedy,Family","11-year-old Nicky, Ricky, Dicky, and Dawn Harper's sibling rivalry are heightened by the fact that they are quadruplets.","https://m.media-amazon.com/images/M/MV5BY2UzZmU0NTAtZmRjMS00OWY5LWI1MmMtYzNhOTg1MzI4Y2ZhXkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",3596176,https://www.imdb.com/title/tt3596176/,30 min,NA,"2,839",5.2
Fire of Love,(2022),"Documentary,Biography",Intrepid scientists and lovers Katia and Maurice Krafft died in a volcanic explosion doing the very thing that brought them together: unraveling the mysteries of volcanoes by capturing the most explosive imagery ever recorded.,"https://m.media-amazon.com/images/M/MV5BOTMwNjMxOWQtYTEyOC00OTUyLTlhMTItOGFkOTJkMWM1NDQ5XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_UX67_CR0,0,67,98_AL_.jpg",16227014,https://www.imdb.com/title/tt16227014/,98 min,PG,"5,687",7.7
The Mitchells vs the Machines,(2021),"Animation,Adventure,Comedy","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.","https://m.media-amazon.com/images/M/MV5BMjdkZjNjNDItYzc4MC00NTkxLTk1MWEtY2UyZjY5MjUwNDNkXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_UX67_CR0,0,67,98_AL_.jpg",7979580,https://www.imdb.com/title/tt7979580/,114 min,13,"111,114",7.6
Galaxy Quest,(1999),"Adventure,Comedy,Sci-Fi","The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord.","https://m.media-amazon.com/images/M/MV5BNmZlNTY5YjQtZTU5ZC00MzcyLWI1NDMtNjA0ZjQxMmQwYjJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",0177789,https://www.imdb.com/title/tt0177789/,102 min,PG,"166,052",7.4
Hellboy,(2019),"Action,Adventure,Fantasy","Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge.","https://m.media-amazon.com/images/M/MV5BODdkMDQzMzItZDc4YS00OGM4LTkxNTQtNjUzNzU0ZmJkMWY2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX67_CR0,0,67,98_AL_.jpg",2274648,https://www.imdb.com/title/tt2274648/,120 min,R,"92,032",5.2
Last Tango in Halifax,(2012–2020),"Comedy,Drama,Romance","Re-united after 50+ years apart, Celia and Alan are reunited and decide to marry.","https://m.media-amazon.com/images/M/MV5BNjUxNmQ1MmMtZGFjNS00YzFlLWFkNDAtZWFlYmFhNWY1MGY5XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg",2216156,https://www.imdb.com/title/tt2216156/,60 min,NA,"7,468",8.4
Chesapeake Shores,(2016–2022),"Drama,Family","A young woman returns to her hometown to help save her sister's failing inn, where she contends with memories and faces from her past.","https://m.media-amazon.com/images/M/MV5BNTU1YjE0NDYtZDVjYy00ZTNiLWIwY2MtOWNiMjJmMjNiZGJlXkEyXkFqcGdeQXVyMTUwMjg2Nzg0._V1_UY98_CR3,0,67,98_AL_.jpg",5151816,https://www.imdb.com/title/tt5151816/,42 min,13,"8,321",7.5
Identity,(2003),"Mystery,Thriller","Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one.","https://m.media-amazon.com/images/M/MV5BMjE2NzgyNDYzNl5BMl5BanBnXkFtZTYwODM2Nzc2._V1_UX67_CR0,0,67,98_AL_.jpg",0309698,https://www.imdb.com/title/tt0309698/,90 min,A,"252,276",7.3
Cowboy Bebop,(2021),"Action,Adventure,Comedy",A ragtag crew of bounty hunters chases down the galaxy's most dangerous criminals. They'll save the world--for the right price.,"https://m.media-amazon.com/images/M/MV5BM2FiZmEzOGItODI3Ni00MDk2LWJhZWQtNGM2ODhlMWMzODZhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY98_CR5,0,67,98_AL_.jpg",1267295,https://www.imdb.com/title/tt1267295/,58 min,18,"40,578",6.7
Tag,(I) (2018),"Action,Comedy","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.","https://m.media-amazon.com/images/M/MV5BNzk4NDM3NjkwNF5BMl5BanBnXkFtZTgwNTk5MzkzNTM@._V1_UX67_CR0,0,67,98_AL_.jpg",2854926,https://www.imdb.com/title/tt2854926/,100 min,A,"136,259",6.5
The Borgias,(2011–2013),"Crime,Drama,History","In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances.","https://m.media-amazon.com/images/M/MV5BZjIzMjk5ODgtMzE1OS00OTkxLWJjZTMtZmU3MjE2Y2NlMDc4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UY98_CR2,0,67,98_AL_.jpg",1582457,https://www.imdb.com/title/tt1582457/,50 min,Not Rated,"51,848",7.9
Revolutionary Road,(2008),"Drama,Romance",A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,"https://m.media-amazon.com/images/M/MV5BMTczNDgzMjczOV5BMl5BanBnXkFtZTcwOTU3MzMwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0959337,https://www.imdb.com/title/tt0959337/,119 min,16,"215,819",7.3
Layer Cake,(2004),"Action,Crime,Drama",A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement.,"https://m.media-amazon.com/images/M/MV5BMTI5MTE1OTAzOV5BMl5BanBnXkFtZTcwNDc2OTgyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0375912,https://www.imdb.com/title/tt0375912/,105 min,UA,"185,086",7.3
Scent of a Woman,(1992),Drama,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.","https://m.media-amazon.com/images/M/MV5BZTM3ZjA3NTctZThkYy00ODYyLTk2ZjItZmE0MmZlMTk3YjQwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",0105323,https://www.imdb.com/title/tt0105323/,156 min,UA,"300,257",8.0
Hannibal,(2001),"Crime,Drama,Thriller","Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.","https://m.media-amazon.com/images/M/MV5BZDMxMjhiZmItNWMxMC00NzYyLWJiOTYtNGYwOTAyYjU5OWY4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",0212985,https://www.imdb.com/title/tt0212985/,131 min,R,"278,252",6.8
Don Jon,(2013),"Comedy,Drama,Romance","A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.","https://m.media-amazon.com/images/M/MV5BN2ZhY2IzMWQtMGU4MC00ODg2LThkNWMtNWMzYmM2OTc5ZDMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",2229499,https://www.imdb.com/title/tt2229499/,90 min,13,"241,483",6.5
The Talented Mr. Ripley,(1999),"Crime,Drama,Thriller","In late 1950s New York, a young underachiever named Tom Ripley is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.","https://m.media-amazon.com/images/M/MV5BODA3NDhiZjYtYTk2NS00ZWYwLTljYTQtMjU0NzcyMGEzNTU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0134119,https://www.imdb.com/title/tt0134119/,139 min,UA 16+,"215,320",7.4
Frozen II,(2019),"Animation,Adventure,Comedy","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.","https://m.media-amazon.com/images/M/MV5BMjA0YjYyZGMtN2U0Ni00YmY4LWJkZTItYTMyMjY3NGYyMTJkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",4520988,https://www.imdb.com/title/tt4520988/,103 min,U,"176,090",6.8
Holes,(2003),"Adventure,Comedy,Drama",A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.,"https://m.media-amazon.com/images/M/MV5BMTg0MTU5ODkwM15BMl5BanBnXkFtZTYwMzgxNzY3._V1_UX67_CR0,0,67,98_AL_.jpg",0311289,https://www.imdb.com/title/tt0311289/,117 min,PG,"91,602",7.0
Serenity,(I) (2019),"Drama,Mystery,Thriller",A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.,"https://m.media-amazon.com/images/M/MV5BY2VjNGFkZmUtMTI1MS00YmRiLTg1MmUtYzI0ODM1OWRkMjIyXkEyXkFqcGdeQXVyOTIxNTAyMzU@._V1_UX67_CR0,0,67,98_AL_.jpg",6476140,https://www.imdb.com/title/tt6476140/,106 min,R,"42,227",5.4
The Da Vinci Code,(2006),"Mystery,Thriller","A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.","https://m.media-amazon.com/images/M/MV5BMjIxMjQyMTc3Nl5BMl5BanBnXkFtZTcwMTA1MDUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0382625,https://www.imdb.com/title/tt0382625/,149 min,(Banned),"437,257",6.6
Antlers,(2021),"Drama,Horror,Mystery","In an isolated Oregon town, a middle-school teacher and her sheriff brother become embroiled with her enigmatic student, whose dark secrets lead to terrifying encounters with an ancestral creature.","https://m.media-amazon.com/images/M/MV5BY2UzODAyNjktN2MwYy00M2RkLThiOTEtMjU1MTgxY2EzM2YyXkEyXkFqcGdeQXVyODk5MDA0MDU@._V1_UX67_CR0,0,67,98_AL_.jpg",7740510,https://www.imdb.com/title/tt7740510/,99 min,A,"39,574",5.9
The Librarians,(2014–2018),"Action,Adventure,Comedy","A group of librarians set off on adventures in an effort to save mysterious, ancient artifacts.","https://m.media-amazon.com/images/M/MV5BMTUyOTY5MDM0MF5BMl5BanBnXkFtZTgwNzU0MzAyNDM@._V1_UX67_CR0,0,67,98_AL_.jpg",3663490,https://www.imdb.com/title/tt3663490/,42 min,UA 16+,"23,035",7.2
Sonic the Hedgehog,(2020),"Action,Adventure,Comedy","After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.","https://m.media-amazon.com/images/M/MV5BNTdmNmI4MzQtZTAzNS00MjhjLWEzOGQtZjI1NDNjZjk4N2JjXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UX67_CR0,0,67,98_AL_.jpg",3794354,https://www.imdb.com/title/tt3794354/,99 min,U,"142,235",6.5
Blockbuster,(2022),Comedy,"This comedy set in the last Blockbuster Video in America explores what, and who, makes a small business succeed.","https://m.media-amazon.com/images/M/MV5BNDMyNDczOTgtZTE5NC00NzAxLTkyNDktYmFhYjFlMjc0MDI4XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UX67_CR0,0,67,98_AL_.jpg",16124614,https://www.imdb.com/title/tt16124614/,30 min,UA 13+,"6,846",5.1
Tehran,(2020– ),"Action,Crime,Drama",A Mossad agent embarks on her first mission as a computer hacker in her home town of Tehran.,"https://m.media-amazon.com/images/M/MV5BNWUxYWY1YTctYjVmMi00MmJiLWE3NzktZmM4YzliOGE1ZmE2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",10577736,https://www.imdb.com/title/tt10577736/,45 min,A,"19,522",7.6
Career Opportunities,(1991),"Comedy,Romance",Jim is the dorky son of a local cement contractor who lives at home and has no direction. Josie is the gorgeous daughter of a wealthy businessman who dreams of leaving town. They find they have a lot in common.,"https://m.media-amazon.com/images/M/MV5BNTJmMjI5NTktMTE5NS00MWFhLTk5N2UtYjJhMTcxMmRiYWFlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",0101545,https://www.imdb.com/title/tt0101545/,83 min,U,"15,594",5.8
The Score,(2001),"Action,Crime,Drama",An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,"https://m.media-amazon.com/images/M/MV5BZDNjYmY1ZDEtM2I3YS00MDhmLTk5NDYtYzU5MTA4ZjIyYzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0227445,https://www.imdb.com/title/tt0227445/,124 min,UA,"129,627",6.8
In the Heights,(2021),"Drama,Musical,Romance","A film version of the Broadway musical in which Usnavi, a sympathetic New York bodega owner, saves every penny every day as he imagines and sings about a better life.","https://m.media-amazon.com/images/M/MV5BMzM1ZDY0YTktZTYzZi00MjZjLTllMDMtMmNlMmM5NmY4ZjllXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_UX67_CR0,0,67,98_AL_.jpg",1321510,https://www.imdb.com/title/tt1321510/,143 min,UA 16+,"48,072",7.3
The Courier,(2020),"Drama,History,Thriller",Businessman Greville Wynne is asked by a Russian source to try to help put an end to the Cuban Missile Crisis.,"https://m.media-amazon.com/images/M/MV5BYjg4YTJlNzMtY2U0OC00N2FjLWI0ZTgtNGM1NDRhMWNhZmRkXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8368512,https://www.imdb.com/title/tt8368512/,112 min,UA,"63,686",7.2
Acapulco,(2021– ),Comedy,A young Mexican man's dream comes true when he gets the job of a lifetime at the hottest resort in Acapulco. But he soon realizes the job is far more complicated than he ever imagined.,"https://m.media-amazon.com/images/M/MV5BNzAxZTRmNzAtOWVhOS00NTYzLTlkYWItOWRmMTNhZTZiZjc0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",13567344,https://www.imdb.com/title/tt13567344/,-,UA 16+,"5,050",7.7
Captain Fantastic,(2016),"Comedy,Drama","In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.","https://m.media-amazon.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",3553976,https://www.imdb.com/title/tt3553976/,118 min,18,"221,528",7.8
Entergalactic,(2022),"Animation,Comedy,Music","Jabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make space for love in his life.","https://m.media-amazon.com/images/M/MV5BNTkwZGQzYmItYWQ1Ni00Mjk4LThmZDUtYjRiOTkzZmI2MGE0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX67_CR0,0,67,98_AL_.jpg",10687116,https://www.imdb.com/title/tt10687116/,93 min,A,"10,244",7.4
Booksmart,(2019),Comedy,"On the eve of their high-school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.","https://m.media-amazon.com/images/M/MV5BMjEzMjcxNjA2Nl5BMl5BanBnXkFtZTgwMjAxMDM2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",1489887,https://www.imdb.com/title/tt1489887/,102 min,R,"121,567",7.1
The Favourite,(2018),"Biography,Comedy,Drama","In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.","https://m.media-amazon.com/images/M/MV5BMTg1NzQwMDQxNV5BMl5BanBnXkFtZTgwNDg2NDYyNjM@._V1_UX67_CR0,0,67,98_AL_.jpg",5083738,https://www.imdb.com/title/tt5083738/,119 min,18,"203,419",7.5
House Party,(1990),"Comedy,Music,Romance","Kid decides to go to his friend Play's house party, but neither of them can predict what's in store for them on what could be the wildest night of their lives.","https://m.media-amazon.com/images/M/MV5BZTBkY2QyOTQtMTM3Ni00NmYwLTlkODYtYmRjZjE0NjQyZTBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0099800,https://www.imdb.com/title/tt0099800/,100 min,NA,"15,502",6.5
Died Suddenly,(2022),Documentary,"5 billion vaccinated worldwide, and many are dying suddenly. Is this the greatest orchestrated die-off in the history of the world?","https://m.media-amazon.com/images/M/MV5BNDRiYzcxZDAtYWEwZS00MjU0LTgxMjUtZTJjMGVjOGUyZWE3XkEyXkFqcGdeQXVyNjM1NzYzMDk@._V1_UY98_CR2,0,67,98_AL_.jpg",23810972,https://www.imdb.com/title/tt23810972/,69 min,NA,"1,159",6.8
Wendell & Wild,(2022),"Animation,Adventure,Comedy","Two scheming demon brothers, Wendell and Wild, enlist the aid of 13-year-old Kat Elliot to summon them to the Land of the Living.","https://m.media-amazon.com/images/M/MV5BMDZlMjcwZjMtYTQ3YS00N2IzLWI5ZWItZDY1YTMzZTE5YTFmXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",5181830,https://www.imdb.com/title/tt5181830/,105 min,UA 13+,"9,133",6.4
The Office,(2001–2003),"Comedy,Drama",The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily lives.,"https://m.media-amazon.com/images/M/MV5BYWI2YmI2ZmMtMTZjMC00MzMzLWI5ODItNDY1OTg3YjNmZmUxXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_UY98_CR1,0,67,98_AL_.jpg",0290978,https://www.imdb.com/title/tt0290978/,30 min,NA,"114,739",8.5
Step Brothers,(2008),Comedy,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,"https://m.media-amazon.com/images/M/MV5BODViZDg3ZjYtMzhiYS00YTVkLTk4MzktYWUxMTlkYjc1NjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0838283,https://www.imdb.com/title/tt0838283/,98 min,UA,"299,711",6.9
The Legend of Tarzan,(2016),"Action,Adventure,Drama","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.","https://m.media-amazon.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0918940,https://www.imdb.com/title/tt0918940/,110 min,UA,"179,082",6.2
The Secret Life of Walter Mitty,(2013),"Adventure,Comedy,Drama","When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined.","https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0359950,https://www.imdb.com/title/tt0359950/,114 min,UA,"321,235",7.3
The Butterfly Effect,(2004),"Drama,Sci-Fi,Thriller","Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.","https://m.media-amazon.com/images/M/MV5BODNiZmY2MWUtMjFhMy00ZmM2LTg2MjYtNWY1OTY5NGU2MjdjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",0289879,https://www.imdb.com/title/tt0289879/,113 min,UA,"493,979",7.6
The Devil's Advocate,(1997),"Drama,Mystery,Thriller",An exceptionally-adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss--the biggest opportunity of his career to date.,"https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",0118971,https://www.imdb.com/title/tt0118971/,144 min,A,"376,413",7.5
Thor,(2011),"Action,Adventure,Fantasy","The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.","https://m.media-amazon.com/images/M/MV5BOGE4NzU1YTAtNzA3Mi00ZTA2LTg2YmYtMDJmMThiMjlkYjg2XkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_UX67_CR0,0,67,98_AL_.jpg",0800369,https://www.imdb.com/title/tt0800369/,115 min,UA,"854,509",7.0
Looper,(2012),"Action,Drama,Sci-Fi","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.","https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",1276104,https://www.imdb.com/title/tt1276104/,119 min,A,"580,627",7.4
Honor Society,(2022),"Comedy,Romance","Honor's sole focus is getting into Harvard. Willing to do whatever it takes, Honor concocts a plan to take down her top three competitors, until things take a turn when she unexpectedly falls for her biggest competition.","https://m.media-amazon.com/images/M/MV5BODk0MjFlY2YtOGFmMi00OTVjLTkwMzctOTdlYzYzNTZkMmRmXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",16491324,https://www.imdb.com/title/tt16491324/,98 min,NA,"6,655",6.5
Easy A,(2010),"Comedy,Drama,Romance",A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,"https://m.media-amazon.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1282140,https://www.imdb.com/title/tt1282140/,92 min,A,"395,101",7.0
The Royals,(2015–2018),Drama,Drama about a fictional British royal family in modern-day London.,"https://m.media-amazon.com/images/M/MV5BNTkzMjA3NDEyNl5BMl5BanBnXkFtZTgwMzE3MTIwNTM@._V1_UX67_CR0,0,67,98_AL_.jpg",3597912,https://www.imdb.com/title/tt3597912/,42 min,UA 13+,"13,409",7.4
EuroTrip,(2004),Comedy,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.","https://m.media-amazon.com/images/M/MV5BMWRmYjY1NTUtNjNlMC00MDFjLTk0MTYtZWVlMTFhMjllYjUzXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg",0356150,https://www.imdb.com/title/tt0356150/,92 min,18,"212,011",6.6
All the Queen's Men,(2021– ),Drama,"Centers around the life of Marilyn 'Madam' DeVille. Madam is a fierce businesswoman who is at the top of her game in the nightclub industry and surrounded by a band of trusted employees who...                See full summary »
","https://m.media-amazon.com/images/M/MV5BY2Q0MzQwZGEtMjk4ZC00MTgzLWEyOGEtMzU2ZjVhMDI2N2RhXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_UX67_CR0,0,67,98_AL_.jpg",14321632,https://www.imdb.com/title/tt14321632/,-,R,"9,877",6.9
The Duke,(2020),"Biography,Comedy,Crime","In 1961, Kempton Bunton, a 60 year old taxi driver, steals Goya's portrait of the Duke of Wellington from the National Gallery in London.","https://m.media-amazon.com/images/M/MV5BYmQwYTIzNTgtNDNjNS00MTM2LWJkZmQtNDEwMjJkYWJlOTBmXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_UX67_CR0,0,67,98_AL_.jpg",11204094,https://www.imdb.com/title/tt11204094/,95 min,NA,"4,971",8.4
Upright,(2019– ),"Comedy,Drama","Two misfits, thrown together by chance in the middle of the Australian desert, forge bonds in a quest to transport a precious piano from one side of the country to the other.","https://m.media-amazon.com/images/M/MV5BNzk5ODJiOWUtMTBkNi00MTU4LWE5YmEtOGMxYmE3YTgwMDZlXkEyXkFqcGdeQXVyMTQyOTE3ODk1._V1_UY98_CR0,0,67,98_AL_.jpg",8765446,https://www.imdb.com/title/tt8765446/,30 min,13,"84,488",5.6
The Midnight Sky,(2020),"Adventure,Drama,Sci-Fi","This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.","https://m.media-amazon.com/images/M/MV5BNDQwYjJjODMtOWNmNC00NDJjLThiNDgtNzVkOTM1MjY5NDQ5XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",10539608,https://www.imdb.com/title/tt10539608/,118 min,UA,"509,251",6.5
X-Men Origins: Wolverine,(2009),"Action,Sci-Fi","The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.","https://m.media-amazon.com/images/M/MV5BZWRhMzdhMzEtZTViNy00YWYyLTgxZmUtMTMwMWM0NTEyMjk3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",0458525,https://www.imdb.com/title/tt0458525/,107 min,R,"253,835",7.5
